design,pair_id,stratum,role,is_disease,hgnc_symbol,uniprot,ensembl_transcript_id,group,Pfam_flag,Protein_feature_flag,Structured_domain_flag,SLiM_flag,MoRF_flag,PTM_flag,NLS_flag,LCS_flag,PPI_flag,cds_length,NMDesc_region_length,exon_num,gc_content,nmdesc_gc_content,repeat_fraction,nmdesc_repeat_fraction,homopolymer_fraction,nmdesc_homopolymer_fraction,pfam_overlap_length,pfam_overlap_fraction,degree_centrality,pLI,oe_lof_upper,tau,n_flags_set,n_flags_available
random,FS_0118,FS,control,0,CTCF,P49711,ENST00000264010,fs_control,0,1.0,0.0,,,1.0,1.0,1.0,0.0,2184,214,12,49.08,55.61,0.6126373626373627,0.6448598130841121,0.0801282051282051,0.0934579439252336,0,0.0,0.0788043478260869,0.99994,0.148,0.540853326111238,4.0,7
random,FS_0119,FS,case,1,TGFB3,P10600,ENST00000238682,fs,1,1.0,1.0,,,0.0,,1.0,1.0,1239,298,7,54.8,57.38,0.6045197740112994,0.5973154362416108,0.0645682001614205,0.0604026845637583,286,0.959731543624161,0.0896739130434782,0.98727,0.27,0.8063049404826003,5.0,6
random,FS_0119,FS,control,0,SOX17,Q9H6I2,ENST00000297316,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1245,970,2,71.57,72.16,0.6321285140562249,0.6453608247422681,0.0851405622489959,0.088659793814433,335,0.345360824742268,0.0679347826086956,0.88495,0.415,0.873404601260051,6.0,7
random,FS_0120,FS,case,1,TGFBR2,P37173,ENST00000295754,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1704,246,7,52.41,58.94,0.5733568075117371,0.5691056910569106,0.0352112676056338,0.032520325203252,176,0.7154471544715447,0.0706521739130434,0.12535,0.519,0.7609918217400896,6.0,6
random,FS_0120,FS,control,0,RBM20,Q5T481,ENST00000369519,fs_control,0,1.0,1.0,,,1.0,1.0,1.0,0.0,3684,137,14,56.73,52.55,0.6267643865363735,0.5328467153284672,0.0860477741585233,0.0583941605839416,0,0.0,0.0271739130434782,0.98954,0.295,0.8960218777290704,5.0,7
random,FS_0121,FS,case,1,THRA,P10827,ENST00000450525,fs,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1233,285,9,56.69,58.25,0.5798864557988646,0.5684210526315789,0.0364963503649635,0.0280701754385964,245,0.8596491228070176,0.0135869565217391,0.32748,0.454,0.751745113796535,6.0,7
random,FS_0121,FS,control,0,OPA3,Q9H6K4,ENST00000263275,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,540,219,2,66.3,63.47,0.65,0.6210045662100456,0.0074074074074074,0.0182648401826484,219,1.0,0.0081521739130434,0.5657,1.134,0.5863106872902705,5.0,6
random,FS_0122,FS,case,1,TRPC6,Q9Y210,ENST00000344327,fs,0,1.0,0.0,,,1.0,,1.0,1.0,2796,175,13,43.85,40.0,0.5994277539341917,0.6971428571428572,0.0726037195994277,0.0742857142857142,0,0.0,0.0353260869565217,3.0274e-07,0.654,0.9039665263211608,4.0,6
random,FS_0122,FS,control,0,COL6A1,P12109,ENST00000361866,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,3087,579,35,65.01,64.42,0.6135406543569809,0.5682210708117443,0.0916747651441529,0.0207253886010362,451,0.7789291882556131,0.0434782608695652,0.99995,0.227,0.7910046132175614,5.0,6
random,FS_0123,FS,case,1,TRPS1,Q9UHF7,ENST00000395715,fs,1,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,3885,1086,7,47.26,45.86,0.6072072072072072,0.6141804788213628,0.0764478764478764,0.0607734806629834,102,0.0939226519337016,0.0081521739130434,1.0,0.111,0.787462777923306,7.0,8
random,FS_0123,FS,control,0,MPZ,P25189,ENST00000533357,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,747,382,6,57.97,54.71,0.570281124497992,0.5418848167539267,0.0870147255689424,0.1020942408376963,271,0.7094240837696335,0.0217391304347826,0.27158,0.638,0.9985226592518348,6.0,6
random,FS_0124,FS,case,1,VHL,P40337,ENST00000256474,fs,1,1.0,1.0,,,1.0,,1.0,1.0,642,261,3,61.53,53.26,0.6074766355140186,0.5632183908045977,0.0202492211838006,0.0191570881226053,228,0.8735632183908046,0.0244565217391304,0.079515,0.927,0.7133568531639026,6.0,6
random,FS_0124,FS,control,0,HNF4A,P41235,ENST00000316673,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,1359,676,10,60.41,58.73,0.5401030169242089,0.5266272189349113,0.0507726269315673,0.0340236686390532,501,0.7411242603550295,0.1168478260869565,0.15285,0.505,0.9022607079850994,7.0,7
random,FS_0125,FS,case,1,WFS1,O76024,ENST00000226760,fs,1,1.0,,1.0,,1.0,,1.0,0.0,2673,1843,8,62.48,61.31,0.5948372615039281,0.5870862723819859,0.0404040404040404,0.0265870862723819,613,0.3326098752034725,0.0380434782608695,1.6230999999999999e-38,1.93,0.7363510045039251,5.0,6
random,FS_0125,FS,control,0,ARID2,Q68CP9,ENST00000334344,fs_control,0,0.0,0.0,,,1.0,0.0,1.0,0.0,5508,103,21,44.06,38.83,0.5782498184458968,0.5533980582524272,0.0628177196804647,0.0388349514563106,0,0.0,0.0353260869565217,1.0,0.096,0.7374103521842829,2.0,7
random,FS_0126,FS,case,1,WNT1,P04628,ENST00000293549,fs,1,1.0,1.0,,,1.0,,1.0,0.0,1113,386,4,66.58,68.65,0.5750224618149147,0.5673575129533679,0.0610961365678346,0.082901554404145,386,1.0,0.1059782608695652,0.3263,0.603,0.917792415750198,5.0,6
random,FS_0126,FS,control,0,GLS,O94925,ENST00000320717,fs_control,1,1.0,1.0,,,0.0,,1.0,1.0,2010,128,18,46.52,41.41,0.6049751243781094,0.734375,0.0925373134328358,0.1015625,128,1.0,0.0054347826086956,0.96154,0.323,0.7071950598856398,5.0,6
random,FS_0127,FS,case,1,WNT10A,Q9GZT5,ENST00000258411,fs,1,1.0,1.0,,,,,1.0,0.0,1254,475,4,66.59,62.11,0.6028708133971292,0.6231578947368421,0.0542264752791068,0.0673684210526315,475,1.0,0.0271739130434782,4.1667e-09,1.369,0.976957797811235,4.0,5
random,FS_0127,FS,control,0,PRRT2,Q7Z6L0,ENST00000358758,fs_control,1,0.0,1.0,,,0.0,,0.0,1.0,1023,150,4,62.46,63.33,0.6715542521994134,0.58,0.1554252199413489,0.1,128,0.8533333333333334,0.0244565217391304,0.57919,0.56,0.9269317990205722,3.0,6
random,FS_0128,FS,case,1,ZFHX3,Q15911,ENST00000268489,fs,0,1.0,1.0,,,1.0,1.0,1.0,0.0,11112,1765,10,56.24,61.08,0.6247300215982722,0.6487252124645893,0.0768538516918646,0.1076487252124645,0,0.0,0.0135869565217391,1.0,0.136,0.8582261788344843,5.0,7
random,FS_0128,FS,control,0,COL1A2,P08123,ENST00000297268,fs_control,1,1.0,1.0,,,1.0,,0.0,0.0,4101,123,52,58.79,40.65,0.6425262131187516,0.6016260162601627,0.063643013899049,0.1056910569105691,123,1.0,0.0706521739130434,1.0,0.202,0.9547461760555584,4.0,6
random,FS_0129,FS,case,1,ZIC2,O95409,ENST00000376335,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1599,399,3,69.67,67.17,0.6416510318949343,0.6416040100250626,0.0794246404002501,0.1052631578947368,204,0.5112781954887218,0.0163043478260869,0.97362,0.267,0.984459065131592,6.0,7
random,FS_0129,FS,control,0,SPINK1,P00995,ENST00000296695,fs_control,1,1.0,1.0,,,1.0,,,1.0,240,50,4,44.17,44.0,0.5708333333333333,0.62,0.0541666666666666,0.0,22,0.44,0.0135869565217391,0.31476,1.133,0.9644297098692698,5.0,5
random,FS_0130,FS,case,1,ZNF148,Q9UQR1,ENST00000360647,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2385,1630,9,41.43,41.72,0.5647798742138365,0.5644171779141104,0.070859538784067,0.0717791411042944,29,0.0177914110429447,0.0081521739130434,0.99997,0.103,0.5610893420599934,6.0,7
random,FS_0130,FS,control,0,KCNQ3,O43525,ENST00000388996,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,2619,735,15,56.28,55.92,0.6353570064910271,0.6285714285714286,0.08323787705231,0.0884353741496598,372,0.5061224489795918,0.0489130434782608,0.80089,0.356,0.9037093330509018,5.0,6
random,FS_0131,FS,case,1,ZNF292,O60281,ENST00000369577,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,8172,7188,8,38.69,37.8,0.6243269701419482,0.6228436282693378,0.0860254527655408,0.0879243183082916,626,0.08708959376739,0.0027173913043478,1.0,0.14,0.752052123336505,6.0,7
random,FS_0131,FS,control,0,SLC30A2,Q9BRI3,ENST00000374276,fs_control,1,,1.0,,,1.0,,1.0,1.0,1119,529,8,58.0,56.9,0.6032171581769437,0.5765595463137996,0.0580875781948168,0.0850661625708884,520,0.9829867674858224,,0.080883,0.615,0.963456080376294,5.0,5
random,SNV_0001,SNV,case,1,ACVRL1,P37023,ENST00000388922,snv,1,1.0,1.0,,,0.0,,1.0,1.0,1512,186,10,61.31,55.38,0.5793650793650794,0.6290322580645161,0.0562169312169312,0.0806451612903225,138,0.7419354838709677,0.0353260869565217,0.00096719,0.692,0.8721524343396578,5.0,6
random,SNV_0001,SNV,control,0,BAP1,Q92560,ENST00000460680,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2190,185,17,58.45,61.08,0.6045662100456621,0.5459459459459459,0.0484018264840182,0.0432432432432432,59,0.3189189189189189,0.0190217391304347,0.99443,0.277,0.7472919088322298,6.0,7
random,SNV_0002,SNV,case,1,AGO2,Q9UKV8,ENST00000220592,snv,1,1.0,1.0,,,1.0,0.0,1.0,1.0,2580,160,19,56.71,58.13,0.6042635658914729,0.675,0.0573643410852713,0.0,31,0.19375,0.0407608695652173,1.0,0.106,0.5346156836887342,6.0,7
random,SNV_0002,SNV,control,0,MINPP1,Q9UNW1,ENST00000371996,snv_control,1,1.0,1.0,,,1.0,,1.0,0.0,1464,448,5,50.96,40.4,0.5901639344262295,0.59375,0.0717213114754098,0.0491071428571428,301,0.671875,0.0027173913043478,0.00045482,0.76,0.7227681650996856,5.0,6
random,SNV_0003,SNV,case,1,ARID1A,O14497,ENST00000324856,snv,1,1.0,1.0,,,1.0,1.0,1.0,1.0,6858,1785,20,59.83,54.34,0.6396908719743365,0.6246498599439776,0.0854476523767862,0.0565826330532212,768,0.4302521008403361,0.0760869565217391,1.0,0.071,0.6004483262813832,7.0,7
random,SNV_0003,SNV,control,0,PACS1,Q6VY07,ENST00000320580,snv_control,1,0.0,1.0,,,0.0,,1.0,0.0,2892,167,24,57.33,58.08,0.6044260027662517,0.5389221556886228,0.0618948824343015,0.0239520958083832,149,0.8922155688622755,0.0135869565217391,0.99999,0.185,0.5681697504606343,3.0,6
random,SNV_0004,SNV,case,1,BARD1,Q99728,ENST00000260947,snv,0,1.0,1.0,,,1.0,1.0,1.0,1.0,2334,384,11,43.92,48.18,0.5685518423307626,0.5442708333333334,0.0599828620394173,0.0234375,0,0.0,0.0271739130434782,1.3777e-24,1.358,0.8315869733659963,6.0,7
random,SNV_0004,SNV,control,0,C9orf72,Q96LT7,ENST00000380003,snv_control,0,1.0,0.0,,,1.0,1.0,1.0,1.0,1446,238,11,40.73,37.82,0.6113416320885201,0.7142857142857143,0.0463347164591977,0.1134453781512605,0,0.0,0.0135869565217391,1.0647e-06,0.928,0.7642230156852217,5.0,7
random,SNV_0005,SNV,case,1,BRCA1,P38398,ENST00000357654,snv,1,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,5592,176,23,41.22,56.25,0.6074749642346209,0.5852272727272727,0.0742131616595136,0.0511363636363636,110,0.625,0.1114130434782608,9.215699999999999e-29,0.915,0.91741549838723,6.0,8
random,SNV_0005,SNV,control,0,STOX1,Q6ZVD7,ENST00000298596,snv_control,0,1.0,0.0,,,0.0,1.0,1.0,0.0,2970,199,4,47.41,40.7,0.6272727272727273,0.5628140703517588,0.0747474747474747,0.1055276381909547,0,0.0,0.0081521739130434,1.4404e-16,1.124,0.7993914517302549,3.0,7
random,SNV_0006,SNV,case,1,C1S,P09871,ENST00000360817,snv,1,1.0,1.0,,,1.0,,1.0,1.0,2067,848,12,48.43,52.12,0.6013546202225447,0.5931603773584906,0.0730527334300919,0.0860849056603773,734,0.8655660377358491,0.0190217391304347,0.00067654,0.596,0.7910954517315001,6.0,6
random,SNV_0006,SNV,control,0,BAG3,O95817,ENST00000369085,snv_control,1,1.0,1.0,,,1.0,,1.0,1.0,1728,870,4,60.88,55.86,0.6284722222222222,0.6275862068965518,0.0810185185185185,0.0977011494252873,219,0.2517241379310345,0.0326086956521739,0.61738,0.447,0.8472938032613111,6.0,6
random,SNV_0007,SNV,case,1,CASR,P41180,ENST00000639785,snv,1,1.0,1.0,0.0,,1.0,,1.0,1.0,3237,1556,7,54.34,57.26,0.6098239110287303,0.5906169665809768,0.0531356194006796,0.0404884318766066,845,0.5430591259640103,0.029891304347826,0.046698,0.451,0.9777185826565262,6.0,7
random,SNV_0007,SNV,control,0,KLF1,Q13351,ENST00000264834,snv_control,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1089,227,3,70.25,64.32,0.6648301193755739,0.6123348017621145,0.078971533516988,0.0748898678414096,191,0.8414096916299559,0.0271739130434782,0.000358,1.128,0.9953610704160324,6.0,7
random,SNV_0008,SNV,case,1,CCND2,P30279,ENST00000261254,snv,1,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,870,201,5,57.82,55.72,0.5724137931034483,0.5422885572139303,0.0183908045977011,0.0199004975124378,111,0.5522388059701493,0.0516304347826086,0.98658,0.229,0.78065303578139,5.0,8
random,SNV_0008,SNV,control,0,LIPC,P11150,ENST00000299022,snv_control,1,0.0,1.0,,,1.0,,1.0,0.0,1500,163,9,52.4,40.49,0.612,0.5705521472392638,0.0593333333333333,0.1104294478527607,76,0.4662576687116564,0.0190217391304347,3.2764e-07,0.93,0.9595743597338344,4.0,6
random,SNV_0009,SNV,case,1,CFH,P08603,ENST00000367429,snv,1,1.0,1.0,,,1.0,,1.0,1.0,3696,254,22,39.83,39.37,0.6222943722943723,0.594488188976378,0.0608766233766233,0.0669291338582677,188,0.7401574803149606,0.029891304347826,0.86061,0.324,0.8783034321887986,6.0,6
random,SNV_0009,SNV,control,0,SHOC2,Q9UQ13,ENST00000369452,snv_control,1,0.0,1.0,,,1.0,0.0,1.0,0.0,1749,260,9,40.71,47.31,0.6506575185820469,0.6307692307692307,0.0623213264722698,0.0384615384615384,89,0.3423076923076923,0.0135869565217391,0.99946,0.138,0.6564709039301323,4.0,7
random,SNV_0010,SNV,case,1,CFTR,P13569,ENST00000003084,snv,0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,4443,252,27,41.53,49.6,0.6103983794733289,0.6428571428571429,0.0735989196488858,0.0674603174603174,0,0.0,0.0733695652173913,2.1735e-58,1.307,0.9355332694426448,6.0,8
random,SNV_0010,SNV,control,0,RB1,P06400,ENST00000267163,snv_control,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2787,125,27,39.0,40.0,0.6092572658772875,0.576,0.0914962325080731,0.064,113,0.904,0.0570652173913043,1.0,0.126,0.8013888954585768,5.0,9
random,SNV_0011,SNV,case,1,CNNM2,Q9H8M5,ENST00000369878,snv,1,1.0,0.0,,,1.0,,1.0,1.0,2628,261,8,57.15,50.96,0.6160578386605784,0.5172413793103449,0.0734398782343987,0.0996168582375478,93,0.3563218390804598,0.0027173913043478,0.99521,0.267,0.7000774886799882,5.0,6
random,SNV_0011,SNV,control,0,FGF8,P55075,ENST00000320185,snv_control,1,1.0,1.0,,,1.0,,1.0,1.0,735,342,6,63.95,63.45,0.6081632653061224,0.5906432748538012,0.0625850340136054,0.0730994152046783,219,0.6403508771929824,0.0788043478260869,0.67676,0.51,0.8972977336516953,6.0,6
random,SNV_0012,SNV,case,1,CRB1,P82279,ENST00000367400,snv,1,1.0,1.0,,,1.0,,1.0,1.0,4221,267,12,45.34,53.56,0.6095711916607439,0.5580524344569289,0.0549632788438758,0.0636704119850187,39,0.146067415730337,0.046195652173913,5.6266e-16,0.829,0.9020711773057192,6.0,6
random,SNV_0012,SNV,control,0,DHX37,Q8IY37,ENST00000308736,snv_control,1,0.0,1.0,,,0.0,0.0,1.0,0.0,3474,137,27,61.14,56.93,0.6128382268278642,0.635036496350365,0.0708117443868739,0.1386861313868613,125,0.9124087591240876,0.0135869565217391,0.99252,0.289,0.721659614678946,3.0,7
random,SNV_0013,SNV,case,1,CREBBP,Q92793,ENST00000262367,snv,1,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,7329,2208,31,56.88,65.31,0.611679628871606,0.6019021739130435,0.0814572247237003,0.1019021739130434,621,0.28125,0.1494565217391304,1.0,0.066,0.594436502706408,7.0,8
random,SNV_0013,SNV,control,0,LMBRD2,Q68DH5,ENST00000296603,snv_control,0,1.0,0.0,,,1.0,,1.0,0.0,2088,112,18,38.36,38.39,0.6168582375478927,0.5714285714285714,0.0852490421455938,0.0357142857142857,0,0.0,,0.00016404,0.547,0.5283414044125023,3.0,6
random,SNV_0014,SNV,case,1,DSP,P15924,ENST00000379802,snv,1,1.0,1.0,,,1.0,,1.0,1.0,8616,3288,24,48.33,48.42,0.5899489322191273,0.6079683698296837,0.0548978644382544,0.0611313868613138,897,0.2728102189781022,0.0353260869565217,0.99978,0.26,0.9590385335513152,6.0,6
random,SNV_0014,SNV,control,0,MLLT10,P55197,ENST00000307729,snv_control,0,0.0,0.0,,,0.0,1.0,1.0,0.0,3207,96,23,45.4,41.67,0.6102276270657936,0.53125,0.0617399438727783,0.0833333333333333,0,0.0,0.0163043478260869,1.0,0.182,0.702577532801647,2.0,7
random,SNV_0015,SNV,case,1,EDAR,Q9UNE0,ENST00000258443,snv,1,1.0,0.0,,,1.0,,1.0,0.0,1347,374,12,59.02,56.68,0.579064587973274,0.5133689839572193,0.0623608017817371,0.0721925133689839,222,0.5935828877005348,0.0081521739130434,1.3242e-06,0.906,0.9382672879321612,4.0,6
random,SNV_0015,SNV,control,0,AGRP,O00253,ENST00000290953,snv_control,1,1.0,1.0,,,,,1.0,0.0,399,234,4,63.91,61.11,0.5488721804511278,0.5,0.0325814536340852,0.017094017094017,111,0.4743589743589743,0.0108695652173913,0.00069912,1.68,0.980172745379519,4.0,5
random,SNV_0016,SNV,case,1,EP300,Q09472,ENST00000263253,snv,1,1.0,1.0,,,1.0,1.0,1.0,1.0,7245,2235,31,51.55,57.85,0.6140786749482402,0.6223713646532438,0.0657004830917874,0.0756152125279642,642,0.287248322147651,0.1929347826086956,1.0,0.099,0.5209494404626289,7.0,7
random,SNV_0016,SNV,control,0,MAST1,Q9Y2H9,ENST00000251472,snv_control,0,1.0,0.0,,,1.0,,1.0,0.0,4713,1313,26,63.57,70.45,0.6125610014852536,0.6252856054836253,0.0661998726925525,0.0883472962680883,0,0.0,,1.0,0.159,0.9554929008574328,3.0,6
random,SNV_0017,SNV,case,1,EPOR,P19235,ENST00000222139,snv,0,1.0,0.0,,,1.0,,1.0,1.0,1527,663,8,64.44,60.78,0.6051080550098232,0.6108597285067874,0.0753110674525212,0.0950226244343891,0,0.0,0.0190217391304347,0.0101,0.652,0.9294577335768076,4.0,6
random,SNV_0017,SNV,control,0,NR2E3,Q9Y5X4,ENST00000617575,snv_control,1,1.0,1.0,,,0.0,0.0,1.0,1.0,1233,184,8,62.37,52.17,0.5928629359286294,0.6195652173913043,0.0665044606650446,0.0760869565217391,133,0.7228260869565217,0.0353260869565217,,,0.7842459875439322,5.0,7
random,SNV_0018,SNV,case,1,EVC2,Q86UK5,ENST00000344408,snv,0,0.0,0.0,,,1.0,1.0,1.0,0.0,3927,319,22,54.93,47.02,0.6180290297937356,0.6865203761755486,0.0685001273236567,0.0971786833855799,0,0.0,0.0190217391304347,1.0207e-34,1.064,0.7677405101136625,3.0,7
random,SNV_0018,SNV,control,0,NACC1,Q96RE7,ENST00000292431,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1584,311,6,64.71,62.38,0.5940656565656566,0.5819935691318328,0.0486111111111111,0.0418006430868167,89,0.2861736334405145,0.0027173913043478,0.99763,0.169,0.670040905625186,6.0,7
random,SNV_0019,SNV,case,1,F2,P00734,ENST00000311907,snv,1,1.0,1.0,,,1.0,,1.0,1.0,1869,195,14,59.12,50.77,0.593900481540931,0.6153846153846154,0.0460139111824505,0.0871794871794871,165,0.8461538461538461,0.0597826086956521,0.0011118,0.536,0.9744995434478384,6.0,6
random,SNV_0019,SNV,control,0,SP6,Q3SY56,ENST00000536300,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1131,1131,2,68.7,68.7,0.6410256410256411,0.6410256410256411,0.0963748894783377,0.0963748894783377,219,0.1936339522546419,0.0081521739130434,0.14961,0.761,0.9393857100527716,6.0,7
random,SNV_0020,SNV,case,1,FBN1,P35555,ENST00000316623,snv,0,1.0,0.0,0.0,,1.0,,1.0,0.0,8616,441,66,48.92,41.27,0.61652739090065,0.5963718820861678,0.0504874651810585,0.0566893424036281,0,0.0,0.0407608695652173,1.0,0.049,0.9493102721776132,3.0,7
random,SNV_0020,SNV,control,0,COL5A2,P05997,ENST00000374866,snv_control,1,1.0,1.0,,,0.0,,1.0,0.0,4500,198,54,55.91,45.45,0.6515555555555556,0.6868686868686869,0.076,0.0202020202020202,192,0.9696969696969696,0.0407608695652173,1.0,0.097,0.9133959123308824,4.0,6
random,SNV_0021,SNV,case,1,FBXO11,Q86XK2,ENST00000403359,snv,1,1.0,1.0,,,1.0,0.0,1.0,1.0,2784,181,23,42.03,40.33,0.6174568965517241,0.574585635359116,0.0660919540229885,0.0276243093922651,79,0.43646408839779,0.0135869565217391,1.0,0.097,0.65086524588822,6.0,7
random,SNV_0021,SNV,control,0,COL11A2,P13942,ENST00000549811,snv_control,1,1.0,1.0,0.0,,1.0,,1.0,0.0,5211,192,66,64.69,63.54,0.6591824985607369,0.5729166666666666,0.1212819036653233,0.1041666666666666,183,0.953125,0.0489130434782608,0.70197,0.306,0.9254533942349406,5.0,7
random,SNV_0022,SNV,case,1,FH,P07954,ENST00000366560,snv,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1533,194,10,45.99,43.3,0.5805609915198956,0.5670103092783505,0.0652315720808871,0.0463917525773195,159,0.8195876288659794,0.0244565217391304,0.08824,0.544,0.5949981474346508,6.0,7
random,SNV_0022,SNV,control,0,THBD,P07204,ENST00000377103,snv_control,1,1.0,1.0,,,1.0,,1.0,1.0,1728,1728,1,68.34,68.34,0.5856481481481481,0.5856481481481481,0.0607638888888888,0.0607638888888888,948,0.5486111111111112,0.0271739130434782,0.053769,0.791,0.7768827534226234,6.0,6
random,SNV_0023,SNV,case,1,FLG,P20930,ENST00000368799,snv,1,1.0,1.0,,,1.0,,1.0,1.0,12186,12099,3,55.1,55.28,0.5548990645002462,0.5543433341598479,0.0320039389463318,0.0305810397553516,3915,0.3235804611951401,0.0135869565217391,0.00028793,1.96,0.9912221042724564,6.0,6
random,SNV_0023,SNV,control,0,RPL5,P46777,ENST00000370321,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,894,151,8,44.18,47.68,0.6096196868008948,0.6821192052980133,0.0492170022371364,0.1125827814569536,124,0.8211920529801324,0.0271739130434782,0.99776,0.167,0.74395727407907,6.0,7
random,SNV_0024,SNV,case,1,FLNC,Q14315,ENST00000325888,snv,1,1.0,1.0,,,1.0,,1.0,0.0,8178,239,48,62.17,56.07,0.5964783565663977,0.6317991631799164,0.0682318415260454,0.104602510460251,224,0.9372384937238494,0.0407608695652173,0.99994,0.25,0.9498199602166604,5.0,6
random,SNV_0024,SNV,control,0,TECTA,O75443,ENST00000392793,snv_control,0,1.0,1.0,,,0.0,,1.0,0.0,6468,152,24,54.41,45.39,0.5964749536178108,0.5657894736842105,0.0587507730364873,0.0263157894736842,0,0.0,0.0135869565217391,2.9863e-16,0.58,0.7394196663920826,3.0,6
random,SNV_0025,SNV,case,1,GLI2,,ENST00000361492,snv,0,,,,,,,,,4710,2519,14,66.45,68.8,0.6063694267515923,0.6026200873362445,0.0868365180467091,0.0893211591901548,0,0.0,0.0652173913043478,0.97303,0.309,0.8800969758184566,0.0,1
random,SNV_0025,SNV,control,0,BNC1,Q01954,ENST00000345382,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2985,736,5,51.36,52.17,0.6053601340033501,0.5774456521739131,0.0616415410385259,0.0557065217391304,69,0.09375,,0.96479,0.326,0.9547501446156472,6.0,7
random,SNV_0026,SNV,case,1,GRIN2B,Q13224,ENST00000609686,snv,1,1.0,1.0,,,1.0,,1.0,1.0,4455,1908,14,54.1,58.44,0.5937149270482603,0.5828092243186582,0.0540965207631874,0.050314465408805,1905,0.9984276729559748,0.0516304347826086,1.0,0.061,0.9274721924309433,6.0,6
random,SNV_0026,SNV,control,0,SMARCA4,P51532,ENST00000344626,snv_control,0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,4944,84,35,61.29,58.33,0.6203478964401294,0.5476190476190477,0.0586569579288025,0.0,0,0.0,0.1385869565217391,1.0,0.055,0.6208076442838858,3.0,8
random,SNV_0027,SNV,case,1,HIVEP2,P31629,ENST00000367603,snv,0,1.0,0.0,,,1.0,0.0,1.0,0.0,7341,876,10,49.19,51.37,0.5988284974799074,0.5924657534246576,0.0532624982972347,0.069634703196347,0,0.0,0.0027173913043478,1.0,0.08,0.7523448132657088,3.0,7
random,SNV_0027,SNV,control,0,PRKG1,Q13976,ENST00000373980,snv_control,0,1.0,1.0,,,0.0,,1.0,1.0,2061,150,18,45.61,43.33,0.6060164968461912,0.6466666666666666,0.0727802037845705,0.0533333333333333,0,0.0,0.0407608695652173,0.99938,0.235,0.9182322844478168,4.0,6
random,SNV_0028,SNV,case,1,HNRNPR,O43390,ENST00000634713,snv,0,1.0,0.0,,,1.0,1.0,1.0,0.0,1911,664,11,46.68,53.31,0.6373626373626373,0.6430722891566265,0.0795395081109366,0.0888554216867469,0,0.0,0.0190217391304347,0.99935,0.21,0.6370409941458062,4.0,7
random,SNV_0028,SNV,control,0,MSTO1,Q9BUK6,ENST00000245564,snv_control,0,1.0,0.0,,,1.0,,1.0,0.0,1713,266,14,57.15,60.15,0.6112084063047285,0.5864661654135338,0.0700525394045534,0.0338345864661654,0,0.0,0.0081521739130434,1.6182e-09,1.076,0.7741421596276721,3.0,6
random,SNV_0029,SNV,case,1,KAT6A,Q92794,ENST00000265713,snv,0,1.0,0.0,,,1.0,1.0,1.0,0.0,6015,2714,17,49.31,54.16,0.6204488778054863,0.6127487103905674,0.0713216957605985,0.0478997789240972,0,0.0,0.029891304347826,1.0,0.069,0.5678416140993691,4.0,7
random,SNV_0029,SNV,control,0,SMAD6,O43541,ENST00000288840,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,1491,590,4,71.7,67.63,0.6197183098591549,0.5745762711864407,0.0690811535881958,0.059322033898305,495,0.8389830508474576,0.0434782608695652,3.6282e-20,1.975,0.8661397670440638,7.0,7
random,SNV_0030,SNV,case,1,KAT6B,Q8WYB5,ENST00000630001,snv,0,1.0,0.0,,,1.0,1.0,1.0,0.0,6222,2609,18,48.25,51.63,0.6242365798778527,0.6055960137983902,0.0821279331404693,0.0597930241471828,0,0.0,0.0244565217391304,1.0,0.128,0.5713806295100274,4.0,7
random,SNV_0030,SNV,control,0,ARL3,P36405,ENST00000260746,snv_control,1,1.0,1.0,,,1.0,1.0,1.0,1.0,549,99,6,44.63,48.48,0.5737704918032787,0.5050505050505051,0.0856102003642987,0.0505050505050505,78,0.7878787878787878,0.0081521739130434,0.0014071,1.097,0.6541469318725803,7.0,7
